CASRN	DOM_MFG_LB	IMPORTED_LB	VOLUME_EXPORTED
14481-60-8	69849	0	34015
75-37-6	2375304	933656	403380
72361-35-4	49895	0	0
677-21-4	0	0	0
130014-37-8	0	0	0
68187-75-7	0	648899	0
23363-14-6	23532	0	0
115120-49-5	47630	0	0
70321-65-2	114759	0	8618
109-31-9	0	0	0
91-64-5	0	3657	0
590-01-2	0	0	0
220352-35-2	4135945	0	620392
1322-93-6	0	0	36605
2495-27-4	0	0	0
112-86-7	0	0	0
50-00-0	188854740	546469	1055961
17418-58-5	0	114727	0
56-34-8	222122	0	0
67846-68-8	0	0	0
68477-33-8	836748053	0	0
6358-69-6	0	0	0
4696-57-5	0	13800	0
115733-09-0	0	4990	0
26638-28-8	88026	0	75775
12048-51-0	0	0	0
9084-06-4	0	237295	0
68391-05-9	77111	0	40823
51422-54-9	0	0	0
64539-51-1	85275	0	0
68555-98-6	0	357283	13053
8009-03-8	38831509	0	20412
629-70-9	0	0	0
9003-29-6	51238	1429679	0
61791-39-7	2153768	0	847825
68476-50-6	3286267561	384119438	0
93-04-9	0	46000	13683
12222-04-7	0	0	0
68606-11-1	8176924791	574958106	2509792329
25321-14-6	0	26036	0
6606-59-3	0	0	0
26472-00-4	0	38740	0
7789-75-5	5777098	318833692	1155420
3622-84-2	0	0	939858
68583-87-9	37195	0	0
112-44-7	1175621	0	747021
121888-67-3	243333	0	126421
84632-65-5	0	45478	3193
68188-50-1	133411	0	46373
61791-31-9	5194398	0	485280
67762-77-0	0	0	3048
5329-14-6	0	14124858	365922
920-66-1	0	0	0
620-92-8	161025	0	0
13981-86-7	55335	0	0
62256-00-2	213882	0	0
123-51-3	0	13600	0
68476-31-3	48824449	0	0
68411-32-5	3610960	0	34237
20280-10-8	13367	0	0
91-99-6	0	0	0
64741-46-4	30814189643	1034658389	263886636
85491-26-5	0	0	0
141-97-9	0	95336	0
11099-07-3	0	31184	0
7803-51-2	0	0	0
53320-86-8	0	0	0
68526-83-0	0	0	0
147094-54-0	0	0	0
6381-77-7	0	768456	253727
7580-31-6	397891	0	36968
65996-64-7	411410710	0	1857
68921-51-7	1175379	0	0
65059-45-2	0	0	0
3794-83-0	303516	0	905
82985-35-1	201616	0	48019
68479-98-1	0	194582	0
3923-79-3	25995	0	15476
71799-55-8	0	0	0
5397-03-5	0	0	0
68307-94-8	527528	0	160118
90622-46-1	24792283	0	4185377
182442-95-1	0	0	0
67-68-5	0	619492	0
8013-90-9	0	0	0
26896-20-8	0	0	38466
12023-22-2	0	299659	0
55349-01-4	0	0	0
119-17-5	0	0	0
7784-30-7	2211165	375311	1189005
1317-33-5	378379	518770	0
69029-52-3	101076605	0	523301
8002-05-9	0	15262174031	17027897
76-22-2	0	0	49090
68953-28-6	319525	0	16551
13814-96-5	0	16974	0
14507-19-8	0	0	0
51274-00-1	0	2490923	0
68514-09-0	7428255447	0	0
23153-23-3	0	0	0
105-53-3	0	103872	0
9019-11-8	0	0	0
555-43-1	19504	0	0
68937-69-9	0	0	0
13092-66-5	257187	0	0
36653-82-4	10239883	258923	546689
1929-82-4	0	0	0
101-90-6	194480	0	0
6448-95-9	35508	155564	9072
123-30-8	15607250	4563081	1000
547763-83-7	27395	0	0
61790-60-1	0	0	0
541-73-1	29369	0	18125
69430-36-0	715535	82710	41634
61789-87-5	0	0	0
75314-27-1	0	23746	0
16881-77-9	0	0	0
127-18-4	384456	13200	101060
68784-17-8	151803	0	0
109-67-1	0	0	0
16669-27-5	0	0	0
77-58-7	0	0	22045
78-39-7	0	11793	0
29240-17-3	0	0	0
39464-66-9	0	0	0
56375-79-2	0	0	0
6140-74-5	0	0	0
2050-08-0	0	0	0
3144-16-9	0	28001	0
251553-55-6	0	0	0
63502-25-0	251259	0	0
89-86-1	0	0	0
18871-14-2	0	0	0
14452-57-4	0	0	0
8001-25-0	0	83699	0
68527-19-5	3283550057	0	0
53988-10-6	0	0	0
203742-97-6	0	13688	0
12336-95-7	19599546	130249	2000
10339-55-6	0	0	0
67762-63-4	0	0	0
59777-72-9	0	0	0
13893-53-3	0	0	0
64742-62-7	0	888134	0
39239-77-5	0	0	0
2373-38-8	2125992	0	0
68584-27-0	0	0	0
3724-43-4	77313	0	77313
67891-80-9	680388555	0	0
69278-96-2	0	0	0
68440-04-0	0	0	0
1313-27-5	74041151	832281	21351432
74-83-9	0	0	0
124-76-5	0	24000	4970
20469-71-0	0	0	0
5317-66-8	0	0	0
68928-76-7	75831	0	0
2917-94-4	0	0	0
8002-75-3	0	549998	0
69045-84-7	0	0	0
13752-51-7	0	239673	0
5204-74-0	0	0	0
409-02-9	0	0	0
13770-89-3	1510738	0	872600
19870-74-7	0	0	0
67567-23-1	0	0	0
61791-92-2	227981	0	0
163440-95-7	21151	0	0
70714-66-8	0	344254	0
6004-38-2	422368	0	0
2867-47-2	0	0	692646
1317-36-8	95716684	0	3722885
3076-63-9	118583	0	8232
68650-36-2	0	0	0
68412-09-9	0	0	0
563-47-3	0	0	0
1304-28-5	1043262	0	997903
68477-89-4	252978092	0	0
7429-90-5	2942032194	2211518237	637326991
68201-32-1	11505280	0	6426519
68917-57-7	0	0	0
68955-54-4	0	0	0
3698-89-3	0	0	0
632-79-1	0	27216	0
637-92-3	0	0	0
12237-62-6	0	54087	0
565-59-3	174768	0	0
21109-95-5	13851804	24000	2177
24937-78-8	0	56581	0
34885-03-5	0	0	0
9016-45-9	0	2126841	5740
61791-55-7	0	0	245598
68511-44-4	0	0	0
60789-80-2	0	0	0
29658-97-7	0	0	0
106-86-5	0	0	0
33329-35-0	0	0	0
10025-78-2	0	0	0
151789-08-1	0	0	0
107-93-7	0	0	0
924-83-4	0	0	0
109-28-4	294618	0	0
7632-51-1	39115	0	0
58722-91-1	0	0	0
693-98-1	0	0	0
51580-86-0	12700586	3086266	316322
17852-98-1	24463	0	0
554-00-7	0	0	0
131-17-9	0	246830	0
68603-11-2	0	0	0
693-23-2	0	0	0
68604-47-7	0	0	0
68918-03-6	167861	0	0
301-10-0	0	0	0
54326-11-3	193583	0	0
111497-86-0	105913	0	0
70750-46-8	25146	0	1640
111687-36-6	25992	45255	0
68152-61-4	0	0	0
67338-59-4	0	17496	0
85536-14-7	0	1044469	0
104-61-0	0	29334	3006
108-55-4	129499	0	0
91-66-7	0	0	0
55738-53-9	17116	0	0
68186-91-4	0	0	0
80-10-4	0	0	0
68052-23-3	0	0	0
9049-76-7	0	14220	0
18254-13-2	0	0	0
10595-72-9	378750	68206	155582
17465-86-0	0	0	0
68955-35-1	19497006015	921483934	1101164782
6834-92-0	23424201	1009442	20467
68910-70-3	56699	0	0
68937-99-5	0	0	0
72705-22-7	0	0	0
10544-72-6	201131657	0	0
142-19-8	0	0	0
68911-35-3	136713	0	34131
4385-05-1	0	0	0
7439-91-0	0	0	0
121-79-9	0	105268	0
1809-19-4	0	0	0
5892-10-4	25445	0	0
95-31-8	0	2779372	21116
61790-47-4	54431	0	5897
68610-51-5	0	829580	0
35203-06-6	0	0	0
69834-17-9	331035	0	0
68425-31-0	211376448	0	99736285
18917-91-4	105687	0	0
68298-99-7	15429	0	8950
1308-14-1	57606	0	18597
67361-77-7	35588	0	1416
32718-18-6	126324	0	62683
27458-90-8	0	0	0
506-31-0	0	0	0
68648-09-9	90859	0	8165
97993-74-3	0	0	0
3327-22-8	0	0	0
91050-88-3	0	0	0
1304-56-9	0	0	0
87-86-5	0	4074359	0
63500-71-0	0	488	0
1317-40-4	1877244	0	0
5888-87-9	0	39253	0
61791-01-3	655079	0	612
142-78-9	0	0	0
75-05-8	16186409	0	4419065
80939-62-4	0	13403	0
78-42-2	0	1338907	0
14726-36-4	142907	98716	2320
144-62-7	0	489691	0
68956-55-8	0	0	0
65140-91-2	0	0	0
1634-02-2	0	0	0
68152-93-2	0	0	0
971-15-3	0	172621	4940
183658-27-7	0	0	0
68002-58-4	0	0	0
931-40-8	0	0	0
68308-06-5	0	0	0
18241-31-1	0	0	0
68439-50-9	68391	13608	0
107-87-9	0	0	0
37203-97-7	0	0	0
218141-23-2	0	0	0
840-65-3	0	0	0
68603-08-7	453592370	169834055	0
121-57-3	6213220	0	2707330
57455-37-5	0	625436	1406
1309-37-1	23441468779	4387076	486613957
426260-76-6	72574779	0	0
68425-52-5	28649	0	0
504-63-2	0	13608	0
9002-86-2	0	103498	0
2452-01-9	22586	54685	0
68424-37-3	0	134995	0
3069-29-2	0	0	22561
16872-11-0	0	86237	0
71243-67-9	183332475	0	53756129
112-59-4	0	0	0
12415-34-8	0	26004	0
117920-00-0	0	0	0
1745-89-7	0	0	0
68478-04-6	45359237	0	0
71832-85-4	0	0	0
5235-82-5	0	0	0
21850-44-2	0	0	0
68476-40-4	4036395331	0	0
691400-36-9	0	0	0
7786-81-4	5138171	516691	695262
12018-19-8	0	0	0
68188-15-8	24571285	0	0
1074-55-1	0	0	0
2682-20-4	0	1132	311
12138-09-9	0	0	0
61789-72-8	1124051	0	0
2416-94-6	0	0	0
6485-40-1	0	24000	16276
29806-73-3	690646	31094	0
18479-58-8	0	236335	4786610
68956-56-9	0	745569	22667
152827-98-0	13100	0	7000
111879-80-2	0	0	0
68783-10-8	0	0	0
1062587-22-7	0	0	0
124-40-3	0	0	0
63310-16-7	0	0	0
629-96-9	2637565	164979	144373
100-47-0	0	0	0
34036-80-1	73426	0	73426
475-20-7	0	0	0
103-76-4	0	0	0
64741-78-2	6939279454	77110703	0
1309-64-4	36467	484014	9
730-40-5	0	59899	0
2782-57-2	0	0	0
1563-66-2	0	0	0
1314-41-6	18333439	25280	957128
73936-80-8	20593	0	0
68583-51-7	26890	0	0
68553-14-0	0	0	0
68603-64-5	12547	0	0
1025-15-6	0	0	14520
97-63-2	0	0	0
79-04-9	0	0	0
68-12-2	86355	1829328	11802
66071-03-2	0	0	0
127087-87-0	0	0	0
67711-95-9	1032809	0	136078
19766-89-3	32205	0	0
69278-63-3	24040	0	0
31714-55-3	0	38292	26952
4051-63-2	0	0	0
67711-98-2	453632	0	0
14765-30-1	0	0	0
111-59-1	19687	0	0
3681-71-8	0	0	2880
68783-25-5	1227116	0	75690
68921-45-9	0	0	0
70024-92-9	0	0	0
335-66-0	0	0	0
68583-75-5	0	167376	0
36443-68-2	0	0	0
482-89-3	0	0	0
61789-97-7	502982178	0	0
7757-83-7	329014244	2708070	599116
68611-70-1	0	39361	1834
41481-66-7	0	735273	0
100-69-6	0	0	0
110-44-1	0	3889258	209560
179986-09-5	0	0	0
15214-89-8	0	0	683200
69012-31-3	53416	0	0
7787-32-8	0	20000	0
540-88-5	8659003	23672	1212260
12656-57-4	0	12105	64
8001-31-8	82482325	33297509	0
42617-82-3	0	149685	0
68783-62-0	153767813	0	0
40164-69-0	0	0	0
91722-14-4	0	14174	0
118-48-9	92538	95016	0
61790-67-8	851860	0	111974
94270-86-7	0	0	0
84-66-2	0	714187	0
68937-75-7	0	1061535	0
12049-50-2	0	0	0
75-52-5	0	810783	0
68038-41-5	0	0	0
107568-10-5	0	24040	0
106-65-0	0	34273	0
41680-76-6	38569	0	0
34762-90-8	40506	0	0
63231-67-4	0	25051	0
61188-13-4	0	0	0
18748-98-6	0	0	0
12225-21-7	0	0	0
57352-34-8	80101	0	70393
68783-37-9	0	0	0
690-83-5	0	0	0
12075-68-2	0	0	0
7785-26-4	0	0	31101
14666-94-5	0	0	0
123-92-2	0	0	0
30046-31-2	0	0	0
68477-91-8	1967930297	0	0
14518-69-5	0	0	0
151-21-3	80952369	53683	2472
61788-93-0	0	0	1960
64742-95-6	816146024	2249555	3555
3734-33-6	0	18	0
4948-29-2	0	0	0
93-83-4	760678	0	8165
65212-77-3	0	0	0
65996-99-8	0	0	0
10332-33-9	0	2841436	0
68308-08-7	19958064	0	0
8006-61-9	0	0	0
80-09-1	0	2107247	0
147952-37-2	0	0	0
29797-40-8	0	0	0
68952-43-2	0	28600	11109
64741-84-0	1611134650	95254398	76488776
108-45-2	0	179623	0
111-40-0	0	3667887	3040
104-15-4	3783924	800737	119686
107-15-3	0	203708	38160
124-64-1	0	0	0
300711-92-6	0	0	0
684-16-2	0	0	0
118-61-6	0	19	0
1315-03-3	2214	1333160	0
619-15-8	0	0	0
75782-86-4	121051242	0	6461472
1314-13-2	276249098	41984809	13641797
5521-31-3	221006	0	81968
50849-47-3	0	0	0
94-32-6	0	0	0
68585-82-0	0	16783	0
143009-09-0	0	0	0
64741-74-8	2873500999	0	0
1663-39-4	0	14370	0
24801-88-5	29327	0	437
141-22-0	0	391973	3393
16040-69-0	0	44452	0
166255-23-8	0	0	0
10038-98-9	31934	0	635
12035-82-4	16783	0	7257
25971-63-5	0	63247	0
3913-02-8	0	83989	0
65996-66-9	5572695256	0	0
3077-12-1	76451	0	0
51414-25-6	0	0	0
2050-46-6	0	0	0
29091-20-1	22945	0	0
108-32-7	67188	84699	0
108419-32-5	0	0	0
502-44-3	0	0	0
68309-48-8	0	0	0
4223-03-4	81851	0	0
68476-30-2	14605771222	460278684	59388464
72-19-5	0	0	0
12656-85-8	0	0	0
12057-24-8	0	0	2223
75-34-3	0	0	836657
68130-47-2	262538	0	0
1029222-87-4	0	0	0
92-88-6	0	0	0
68649-38-7	33335	0	0
68938-04-5	0	0	0
72102-55-7	0	0	0
56-37-1	56593	0	7575
4067-16-7	0	44547	0
68814-69-7	114487	0	0
7023-61-2	405362	65839	59934
10094-45-8	132903	60007	52163
68425-29-6	5844879080	0	0
8000-27-9	0	19	0
143-28-2	0	12642	0
6473-13-8	0	12366	0
68477-30-5	49316858	0	0
517-23-7	0	0	0
12259-92-6	8726706	0	712029
59-67-6	0	579336	0
96-96-8	0	0	0
608-93-5	0	0	0
70225-05-7	589670	0	0
14302-13-7	0	12524	0
9003-07-0	0	29937	0
65405-77-8	0	82599	3400
1310-45-8	283726	0	30
26115-70-8	63392	0	9077
149-74-6	0	0	0
848940-00-1	0	0	0
127-19-5	0	663266	188484
1559-35-9	0	0	0
5459-58-5	0	16000	0
67700-99-6	0	0	0
144-35-4	0	0	0
145899-78-1	0	0	0
16970-55-1	90242	0	0
59231-34-4	60287	0	0
1704-62-7	0	0	0
61789-09-1	0	27564	0
95-84-1	0	15725	0
7722-64-7	10792901	1516017	2314946
65996-93-2	318740933	28905896	19242262
22205-45-4	725748	0	0
77804-81-0	0	0	0
68917-33-9	0	0	0
67762-79-2	0	0	0
99-86-5	0	0	0
17945-05-0	59630	0	688
75-50-3	0	0	0
186321-96-0	0	0	0
3115-68-2	0	17687	0
98-29-3	0	10931	0
68515-43-5	13936404	100799	0
107-89-1	46405	0	0
11130-21-5	10819	0	0
89-32-7	0	224998	0
13323-62-1	31465	0	20088
19355-69-2	0	0	0
36078-10-1	0	28064	0
1306-38-3	307123	431395	152700
32588-54-8	0	0	0
507-20-0	0	0	0
67801-51-8	0	0	0
53817-54-2	0	0	0
61789-43-3	54627	0	14143
42808-36-6	0	0	0
29329-71-3	0	0	3046
91745-52-7	36741	0	907
695-53-4	0	0	0
70024-81-6	0	0	0
102-06-7	0	1783924	21962
70592-76-6	8023073820	562526170	165653977
69116-73-0	0	0	0
68647-71-2	0	0	0
139-96-8	0	0	0
542-92-7	231656	0	0
372-09-8	0	0	0
18016-43-8	0	0	0
1528-49-0	0	0	0
110-18-9	0	0	0
1112-39-6	0	0	0
111-42-2	155458	52057	0
1569-02-4	0	0	0
10325-94-7	0	0	0
68188-30-7	0	0	0
25054-06-2	0	239399	12574
26836-07-7	295964	0	115359
135-62-6	0	0	0
125997-22-0	0	0	0
27136-73-8	173470	0	81509
64742-43-4	0	0	0
68551-11-1	71123	0	0
563-46-2	31098467	0	0
67-64-1	1098909860	21551759	71502831
122-60-1	0	104744	144
68477-54-3	18484408	2670342	0
64147-40-6	0	319946	0
14450-05-6	0	0	0
8028-48-6	0	182896	7257
25067-11-2	0	86010	0
1484-84-0	0	0	0
68308-56-5	32659	0	0
147315-50-2	0	0	0
1843-05-6	0	387409	0
9002-92-0	255938	0	71776
68551-19-9	0	0	0
61789-68-2	0	0	0
87-02-5	0	35469	0
7078-98-0	103419	0	103419
7651-02-7	0	0	0
107-04-0	0	0	0
56539-66-3	0	232010	0
68990-80-7	0	0	0
619-67-0	0	0	0
146289-36-3	0	0	0
68608-89-9	0	0	0
68988-89-6	0	41821	0
1190264-82-4	0	0	0
12068-86-9	0	0	0
99636-32-5	0	0	0
68603-10-1	0	0	0
64741-98-6	0	0	0
101-54-2	0	0	0
13927-77-0	0	39704	0
2524-64-3	267411	0	0
68016-03-5	0	0	0
68412-26-0	0	0	0
618104-39-5	0	0	0
7681-11-0	0	0	0
68515-25-3	0	1542214	0
10217-34-2	29583	0	1163
57011-27-5	117934	0	10433
56780-58-6	18716112	96292	0
3724-65-0	0	271430	0
40861-29-8	432900	0	0
111-97-7	489880	0	0
5064-31-3	0	0	0
2783-94-0	0	0	0
38613-77-3	0	0	0
68039-12-3	0	0	0
26292-53-5	13359	0	0
1307-96-6	135324	30888	15417
25852-37-3	0	117370	0
108-88-3	4166412691	78600495	14524335
28805-58-5	0	0	0
848940-18-1	0	0	0
8050-18-8	0	0	0
68081-91-4	17134575	0	0
129893-28-3	32098	0	0
51000-52-3	0	0	0
68647-16-5	0	35495	0
23386-52-9	122570	0	0
13048-33-4	0	50818	326
12777-87-6	0	0	66457
214559-61-2	0	19486	0
25882-44-4	0	11533	10
12645-31-7	143828	0	0
65447-77-0	0	30000	2000
96-10-6	0	0	0
8007-35-0	0	12295	2219
109-06-8	0	0	0
78-70-6	0	85281	7047465
68953-80-0	1119408035	0	138723435
142-18-7	0	2883	0
95-65-8	178310	234816	410654
140-31-8	0	264375	10381
1047-16-1	301412	23867	93157
77-94-1	0	0	116952
12037-29-5	0	0	0
69011-63-8	17064	0	0
4861-19-2	0	0	0
7782-63-0	0	37504	0
1326-83-6	0	0	0
563-43-9	0	0	0
68002-59-5	0	0	0
14797-55-8	44444	0	0
68441-43-0	0	0	0
20846-91-7	0	0	0
18230-61-0	0	0	0
25956-17-6	0	0	0
17557-23-2	103117	31033	20412
64742-13-8	0	0	0
85765-41-9	0	18184	0
67-43-6	0	0	0
141-18-4	63580	0	0
354140-87-7	93970	0	0
91-68-9	0	0	0
94-09-7	0	62999	0
37640-57-6	0	40800	0
68187-60-0	0	0	0
2934-07-8	23759	0	0
73019-13-3	12860	0	0
201687-58-3	0	0	0
61790-48-5	0	0	19958
68333-28-8	1328620812	0	0
80-54-6	0	96050	249
68855-45-8	0	0	0
2487-90-3	144482	0	0
304-17-6	348181	0	2515
146987-98-6	0	0	0
66071-94-1	113076539	1264137	100
64742-73-0	8444861287	0	329875212
10291-28-8	133104	0	0
143-15-7	0	0	0
90438-79-2	70382	0	0
89-05-4	0	0	0
68988-22-7	0	0	0
78-63-7	0	0	0
112-91-4	0	0	0
16938-22-0	0	0	0
1070-78-6	0	0	0
37238-34-9	0	55999	725
69045-78-9	0	0	0
4316-74-9	0	0	0
68892-28-4	0	0	0
71799-56-9	0	0	0
68441-68-9	96348	0	6087
61789-31-9	80915	0	0
68333-89-1	26671413	0	0
1310-73-2	3907131271	832895324	1817484101
68334-30-5	11266274920	153205608	3571634194
67701-23-9	0	0	0
75-46-7	0	0	0
4724-48-5	28351	0	0
108-59-8	0	0	0
52467-63-7	0	0	0
68037-01-4	0	262472	0
83682-78-4	12943	0	0
5117-12-4	0	133600	85600
68130-53-0	0	0	0
476-60-8	0	0	0
68130-36-9	0	0	0
68909-65-9	48921	0	0
85-41-6	0	0	0
68187-47-3	58415	0	28951
12270-13-2	0	0	0
7440-37-1	8571181	0	0
94-28-0	4594215	0	0
9005-65-6	629791	650253	192365
23432-62-4	162571	0	567
9011-15-8	49723	0	0
54272-29-6	0	0	0
67784-78-5	1448217	0	604364
717-74-8	66063	0	0
6259-76-3	0	14832	0
87787-67-5	269672	0	0
93951-21-4	0	70740	0
98-87-3	0	0	0
2549-51-1	0	28710	0
10294-66-3	53537194	0	2635722
7790-28-5	0	20000	0
78-83-1	22722120	172542	12325964
7787-59-9	0	0	0
1204212-40-7	0	0	0
56090-54-1	0	1587573	0
32072-96-1	10083235	0	0
65405-67-6	0	0	0
68602-85-7	0	0	0
136-36-7	0	0	0
27458-94-2	0	0	0
18996-35-5	106604	0	132167
2425-85-6	0	0	0
12713-03-0	0	0	0
6303-21-5	0	40000	0
112-57-2	0	528875	0
64742-30-9	0	0	0
88-24-4	45571	16003	0
297730-93-9	0	0	0
78330-33-3	16783	0	0
68477-87-2	0	0	0
7784-25-0	0	0	0
9004-74-4	136747	0	0
33908-66-6	0	1672242	0
26040-51-7	0	0	383342
25377-72-4	85389552	0	0
64742-38-7	7666367536	0	1297624401
150-84-5	0	38	0
29690-82-2	0	0	0
12068-53-0	19846	0	19846
354-32-5	0	0	0
79277-18-2	0	0	0
27460-02-2	354344	0	53152
13701-64-9	31298	72575	6849
68987-63-3	0	0	0
936086-50-9	107046	0	0
61827-42-7	0	28450	0
129893-17-0	0	1814369	0
46830-22-2	136531	0	0
12389-75-2	0	72847	0
65086-71-7	77679	0	0
5470-11-1	0	101499	0
24694-40-4	43998	0	0
64-18-6	0	2273140	57807
7803-63-6	155577	0	0
68606-23-5	61893	0	0
8002-26-4	502171893	2748198	67617876
2837-89-0	36767807	0	18688
209356-13-8	27805	0	0
124-02-7	0	0	0
98730-04-2	0	0	0
89-08-7	246143	0	132687
423-39-2	4535924	0	0
9036-19-5	0	0	0
68920-07-0	0	0	0
73037-34-0	0	0	0
8001-30-7	516089844	0	7593077
8007-00-9	0	12932	6107
474530-85-3	0	0	0
93763-70-3	0	46675	0
70750-07-1	1079550	0	0
70495-37-3	77111	0	0
68956-68-3	8314861	10445258	8241528
61789-53-5	0	0	0
92-09-1	78965	0	0
108-82-7	0	0	0
7789-29-9	0	270552	17422
931-87-3	0	109225	0
79331-75-2	87739	0	0
110-80-5	0	207853	0
75-91-2	0	0	0
63302-43-2	91458	0	0
76-16-4	0	0	0
27253-30-1	29302	0	499
373-57-9	123735	0	0
100-66-3	0	0	0
109096-16-4	119812	0	0
25013-15-4	0	0	3554803
53126-06-0	106655	0	63106
7775-19-1	19051	0	1361
1204515-10-5	0	0	0
27775-00-4	0	12791	0
68308-09-8	62579828	0	0
7719-09-7	0	0	0
1071-93-8	0	18000	4020
68439-70-3	506895	0	76421
68604-59-1	0	0	0
27776-21-2	0	0	0
9005-02-1	64294	45481	0
108-91-8	18715	187458	1361
2156-96-9	22861	0	0
71808-39-4	0	0	0
51-03-6	98033	47900	0
7631-95-0	5521834	71102	680389
79-21-0	0	0	0
74336-59-7	0	0	0
68476-96-0	917307291	0	110323752
330-54-1	0	0	0
75-73-0	0	0	9417
68084-53-7	0	0	0
68908-68-9	55275	0	10492
68412-14-6	262142	0	44518
68955-27-1	7081572620	107034116	0
6153-56-6	0	1719998	136511
12042-78-3	3954205492	143324993	69910904
1325-82-2	0	0	0
52474-60-9	0	0	0
16455-61-1	0	0	0
106-58-1	0	0	0
13822-56-5	0	0	80267
12003-67-7	0	0	0
874-41-9	0	0	0
126-86-3	0	0	0
78330-15-1	101015	0	0
136504-96-6	0	0	0
25417-20-3	335658	40415	0
69430-33-7	0	0	0
7335-65-1	243071	0	0
129678-02-0	82146	0	0
7784-42-1	0	0	34121
71808-49-6	0	0	0
91051-34-2	0	0	0
12227-89-3	0	32521	0
122-52-1	0	0	0
2380-91-8	0	0	0
14025-15-1	0	0	0
506-89-8	1660664	0	102437
7440-43-9	0	0	0
68514-79-4	1294359468	0	118750482
56-89-3	0	0	0
112-90-3	2456454	0	68075
111109-77-4	0	49109	17094
7647-01-0	1990441288	93678801	80951320
68514-74-9	0	0	10431
694-83-7	0	0	0
9005-27-0	113457643	0	0
5799-70-2	0	16435	950
772-65-6	12410	0	0
58450-10-5	18854	0	0
108-44-1	0	63999	0
65996-72-7	895787394	175363484	208752833
132885-84-8	114759	0	19051
68477-92-9	86182550	0	0
111-66-0	102551208	149716964	32052103
6542-37-6	0	0	0
541-02-6	0	40924	315
68459-89-2	189722	0	0
68987-29-1	305668	98034	103761
2638-94-0	0	0	0
2996-92-1	0	0	0
339164-14-6	0	131413	107469
71631-15-7	0	0	0
9002-88-4	0	0	3253
67633-96-9	0	19	0
79313-21-6	254173	0	0
24199-46-0	0	0	0
107-12-0	0	0	0
61791-64-8	0	0	1814
90-30-2	1388379	0	0
123-04-6	0	0	0
6674-22-2	0	0	0
126-58-9	0	233858	0
80-05-7	85201045	7698860	19874386
764-85-2	0	0	0
552-30-7	31960	73723	0
754-05-2	0	0	0
119-27-7	116120	0	62731
68424-30-6	0	0	0
26038-90-4	53680	0	12346
123-96-6	0	305647	0
66071-85-0	21034	0	896
72-18-4	0	0	0
88-75-5	0	199201	0
2414-98-4	0	0	0
2475-33-4	0	0	0
82199-12-0	0	0	0
37971-36-1	161934	1355301	324999
15879-01-3	0	18347	0
122-40-7	0	0	0
1118-58-7	0	0	0
64742-91-2	9314553	0	0
33145-10-7	0	0	0
78491-02-8	0	0	0
82951-81-3	0	0	0
10097-02-6	0	0	0
68442-68-2	0	0	0
23601-39-0	0	0	0
90387-57-8	0	0	0
78-90-0	0	0	0
64741-80-6	1042552144	0	0
78-51-3	1367083	640728	205062
132739-31-2	0	0	0
10595-06-9	0	0	0
7005-47-2	0	0	0
64972-19-6	0	0	0
108419-35-8	0	0	0
94-96-2	0	185708	10260
84852-53-9	0	345190	0
227085-51-0	30566	0	21579
22047-49-0	571506	0	0
68476-33-5	1852044224	5270295404	350250081
5675-51-4	27007	0	0
3282-30-2	0	0	0
406-58-6	0	0	0
105-34-0	0	13209	0
204277-61-2	0	0	0
3905-19-9	0	0	0
11099-02-8	1524133	0	3946
22457-25-6	0	0	0
112-82-3	0	0	0
68909-93-3	0	0	0
67799-04-6	0	0	0
20336-96-3	0	62688	0
91031-85-5	18023	0	0
100402-91-3	0	0	0
107-88-0	11083121	0	8863694
2598-99-4	0	25782	0
7422-52-8	0	0	0
2224-15-9	0	0	0
70084-71-8	0	0	0
11078-30-1	0	0	0
68440-40-4	56155	0	0
3089-17-6	0	0	62029
6837-24-7	0	0	0
110-26-9	34818	0	0
111-43-3	0	0	0
541-05-9	0	0	0
110-94-1	0	0	0
126505-27-9	586892	0	0
29420-49-3	0	0	0
930-33-6	0	0	0
68187-76-8	0	0	32659
1655-29-4	0	0	0
68092-29-5	0	0	0
26680-54-6	993645	0	396828
23783-26-8	409214	22207	0
10101-88-9	337745	0	0
362520-79-4	2403017	0	0
66070-58-4	0	653393	0
2943-75-1	225563	0	149816
68952-82-9	9802908	0	0
68516-20-1	260388770	0	0
871-70-5	0	0	0
545386-98-9	0	0	0
1344-95-2	0	148834	0
67-52-7	0	0	0
68611-44-9	24500	13270	0
6144-04-3	16637	0	0
68476-53-9	81406829	0	0
16774-21-3	205232	0	0
10294-54-9	0	19893	10044
1533-45-5	0	49302	1378
67701-33-1	2744765	0	61728
66-71-7	0	0	0
68526-84-1	0	0	0
68784-12-3	0	0	0
68553-96-8	127541	0	4335
64742-88-7	5658093	533814	79379
3539-43-3	0	0	0
12217-79-7	0	12174	0
36878-20-3	0	265956	0
1338-02-9	20003	46901	3765
32628-06-1	275397	0	23646
1335-30-4	0	127006	77111
68153-37-7	0	208730	18906
6166-86-5	0	0	0
90295-11-7	0	0	0
25869-00-5	0	0	0
95-80-7	0	0	0
68877-29-2	0	41853	0
64741-99-7	340814932	0	0
127-39-9	56398	0	0
119462-56-5	0	0	0
65996-97-6	0	0	0
4065-45-6	0	0	0
52732-72-6	3131887	0	0
63449-39-8	11401120	738060	525956
100-74-3	0	0	0
85408-26-0	0	0	0
70592-78-8	10141852224	92639328	0
10595-60-5	0	0	0
73227-23-3	0	0	0
287-92-3	39959615	493508	0
18172-67-3	0	49075	525
