CASRN	Name	Tm	Tb	rho	RI
694-92-8	2-Methyl-2-norbornene		391.15		
6940-76-7	1-Chloro-3-iodopropane		436.15	1904.2	1.54722
6940-78-9	1-Bromo-4-chlorobutane		434.15	1489.2	1.48852
6946-29-8	4-Amino-2-hydroxybenzohydrazide	468.15			
6949-98-0	9,10,16-Trihydroxyhexadecanoic acid	375.15			
695-06-7	5-Ethyldihydro-2(3H)-furanone	255.15	491.15	1026.12	1.44952
695-12-5	Vinylcyclohexane		400.15	816.619	1.45519
695-34-1	4-Methyl-2-pyridinamine	373.15			
695-53-4	5,5-Dimethyl-2,4-oxazolidinedione	349.65			
6951-08-2	Ethyl 1,3-benzodioxole-5-carboxylate	291.65	558.65		
6952-59-6	3-Bromobenzonitrile	312.65	498.15		
6959-48-4	3-(Chloromethyl)pyridine, hydrochloride	416.95			
696-07-1	5-Iodouracil				
696-23-1	2-Methyl-4-nitro-1H-imidazole	526.15			
696-28-6	Dichlorophenylarsine	254.15	529.15	1651.62	1.638615
696-29-7	Isopropylcyclohexane	183.25	427.55	802.32	1.44102
696-30-0	4-Isopropylpyridine	218.25	455.15	938.225	1.49622
696-44-6	N,3-Dimethylaniline		479.65	966.02	1.555725
696-59-3	Tetrahydro-2,5-dimethoxyfuran		418.85	1022.5	1.41802
696-62-8	1-Iodo-4-methoxybenzene	326.15	520.15		
696-63-9	4-Methoxybenzenethiol		501.15	1131.325	1.580125
696-71-9	Cyclooctanol	298.25		974.02	1.48712
6961-82-6	2-Chlorobenzenesulfonamide	461.45			
6963-44-6	1,5-Pentanediol diacetate	275.15	517.15	1029.62	1.426119
69655-05-6	2',3'-Dideoxyinosine	435.15			
697-11-0	Hexafluorocyclobutene	213.15	275.15		
697-82-5	2,3,5-Trimethylphenol	368.15	508.15		
697-91-6	2,6-Dichloro-2,5-cyclohexadiene-1,4-dione	394.95			
6971-51-3	3-Methoxybenzenemethanol	303.15	525.15	1112.25	1.54402
6972-05-0	N,N-Dimethylthiourea	434.65			
6972-47-0	2,4,6-Trichloro-3,5-dimethylphenol	448.15			
6975-60-6	1-(2-Furanyl)-2-propanone	302.15	452.65	1104.2	1.50352
6975-98-0	2-Methyldecane	224.32	462.35	736.82	1.41542
6975-99-1	6-Dodecyne		486.15	785.2	1.44422
698-01-1	2-Chloro-N,N-dimethylaniline		478.15	1106.72	1.55782
698-63-5	5-Nitro-2-furancarboxaldehyde	309.15			
698-69-1	4-Chloro-N,N-dimethylaniline	308.65	504.15	1048.01	
698-76-0	Tetrahydro-6-propyl-2H-pyran-2-one	260.15			
698-87-3	1-Phenyl-2-propanol			991.2	1.51902
6982-25-8	2,3-Butanediol	280.15	451.15	1003.32	1.431025
6983-79-5	Bixin	471.15			
699-02-5	4-Methylbenzeneethanol		513.15	1002.82	1.52672
699-17-2	4-(2-Furanyl)-2-butanone		476.15	1036.119	1.469617
699-30-9	3,3,4,4-Tetrafluorodihydro-2,5-furandione		327.65	1620.92	1.32402
699-98-9	2,3-Pyridinedicarboxylic acid anhydride	411.15			
6995-79-5	trans-1,4-Cyclohexanediol	416.15		1182	
6996-92-5	Benzeneseleninic acid	397.65		1932	
70-07-5	5-[(2-Methoxyphenoxy)methyl]-2-oxazolidinone	417.15			
70-11-1	α-Bromoacetophenone	324.15		1647.2	
70-18-8	Glutathione	468.15			
70-22-4	1-[4-(1-Pyrrolidinyl)-2-butynyl]-2-pyrrolidinone			991.25	1.51602
70-23-5	Ethyl 3-bromo-2-oxopropanoate				
70-25-7	N-Methyl-N'-nitro-N-nitrosoguanidine				
70-26-8	L-Ornithine	413.15			
70-29-1	Diethyl sulfoxide	287.15		1009.222	
70-30-4	Hexachlorophene	438.15			
70-34-8	1-Fluoro-2,4-dinitrobenzene	298.95	569.15	1471.854	1.56902
70-47-3	L-Asparagine	508.15		1543.15	
70-51-9	Desferrioxamine	412.15			
70-54-2	DL-Lysine	497.15			
70-55-3	4-Methylbenzenesulfonamide	411.15			
70-69-9	1-(4-Aminophenyl)-1-propanone	413.15			
70-70-2	1-(4-Hydroxyphenyl)-1-propanone	422.15			
70-78-0	L-3-Iodotyrosine				
700-12-9	Pentamethylbenzene	327.15	505.15	917.2	1.5272
700-13-0	2,3,5-Trimethyl-1,4-benzenediol	443.15			
700-16-3	Perfluoropyridine		356.15		
700-87-8	1-Isocyanato-2-methoxybenzene				
700-88-9	Cyclopentylbenzene		496.15	946.22	1.52802
7005-72-3	1-Chloro-4-phenoxybenzene		557.65	1202.615	1.599
701-57-5	4-Nitrothioanisole	345.15		1239.18	1.64012
701-97-3	Cyclohexanepropanoic acid	289.15	549.65	912.25	1.46382
701-99-5	Phenoxyacetyl chloride		498.65		
70116-68-6	3-Methyl-2-butanol, (±)-		386.85	818.02	1.40892
70124-77-5	Flucythrinate			1189.22	
702-23-8	4-Methoxybenzeneethanol	302.15	608.15		
702-54-5	5,5-Diethyldihydro-2H-1,3-oxazine-2,4(3H)-dione	370.65			
7021-04-7	4-Bromo-α-hydroxybenzeneacetic acid, (±)-	392.15			
703-80-0	1-(1H-Indol-3-yl)ethanone	465.45			
704-01-8	N,N,N',N'-Tetramethyl-1,2-benzenediamine	282.05	488.65	956.02	
7045-71-8	2-Methylundecane	226.35	484.15		1.41912
705-86-2	Tetrahydro-6-pentyl-2H-pyran-2-one	246.15			
7057-92-3	Didodecyl phosphate	332.15			
7058-01-7	sec-Butylcyclohexane		452.45	813.12	1.44672
706-14-9	4-Hydroxydecanoic acid γ-lactone		574.15		
706-78-5	Octachlorocyclopentene	313.15	556.15	1820.05	1.56605
706-79-6	1,2-Dichloro-3,3,4,4,5,5-hexafluorocyclopentene	167.35	363.85	1654.62	1.36762
70644-46-1	4-(3-Cyclohexen-1-yl)pyridine	295.25	499.15	1022.225	1.546625
7065-46-5	3,3-Dimethylbutanoyl chloride		402.15	969.2	1.42102
7069-38-7	trans-1,2-Dichloropropene		350.15	1181.82	1.44712
70715-19-4	2-[2-(1-Methylethoxy)ethyl]pyridine			950.225	1.482025
708-06-5	2-Hydroxy-1-naphthalenecarboxaldehyde	356.15			
708-76-9	2-Hydroxy-4,6-dimethoxybenzaldehyde	343.15			
7081-78-9	1-Chloro-1-ethoxyethane		366.65	965.52	1.40532
7085-85-0	Ethyl 2-cyanoacrylate				
7087-68-5	N-Ethyl-N-isopropyl-2-propanamine		387.15	742.25	1.41382
709-09-1	1,2-Dimethoxy-4-nitrobenzene	371.15		1188.8133	
709-50-2	Methyl β-D-glucopyranoside	382.15			
709-98-8	Propanil	364.45		1252.5	
7094-26-0	1,1,2-Trimethylcyclohexane	243.95	419.15	796.325	1.43822
7098-07-9	1-Ethyl-1H-imidazole		481.15	999.25	
7098-22-8	Tetratetracontane	359.15			
71-00-1	L-Histidine				
71-23-8	1-Propanol	148.76	370.19	799.725	1.38502
71-27-2	Succinylcholine chloride	463.15			
71-30-7	Cytosine	538.15			
71-36-3	1-Butanol	184.55	390.75	809.52	1.39882
71-41-0	1-Pentanol	195.57	410.75	814.42	1.41012
71-43-2	Benzene	278.688	353.23	876.52	1.50112
71-44-3	N,N'-Bis(3-aminopropyl)-1,4-butanediamine	302.15			
71-55-6	1,1,1-Trichloroethane	243.15	347.17	1339.02	1.43792
71-62-5	Veratridine	453.15			
71-63-6	Digitoxin	528.65			
71-67-0	Sodium sulfobromophthalein				
71-81-8	Isopropamide iodide	463.15			
71-91-0	Tetraethylammonium bromide	447.15		1397.02	
711-79-5	1-(1-Hydroxy-2-naphthyl)ethanone	371.75			
7116-86-1	5,5-Dimethyl-1-hexene		375.15	705.25	1.40492
7119-92-8	N-Nitrodiethylamine		479.65	1057.15	
7119-94-0	N-Nitropiperidine	268.15	522.15	1151.926	1.495426
712-48-1	Diphenylarsinous chloride	317.15	610.15	1482.016	1.633256
712-50-5	Benzoyl cyclohexane	332.65			
713-36-0	1-Benzyl-2-methylbenzene	279.76	554.15	1002.02	1.57632
713-68-8	3-Phenoxyphenol				
713-95-1	6-Heptyltetrahydro-2H-pyran-2-one	261.15			
7132-64-1	Methyl pentadecanoate	292.15	581.15	861.825	1.439025
7133-36-0	Cyclopentyl methyl sulfide		429.35		
7144-05-0	4-Piperidinemethanamine	298.15	473.15		1.49002
7145-20-2	2,3-Dimethyl-2-hexene	158.15	395.15	736.625	1.42682
7146-60-3	2,3-Dimethyloctane		437.15	737.72	1.41462
7148-07-4	N-(1-Cyclopenten-1-yl)pyrrolidine				1.51282
7148-74-5	2-Bromopropanoyl chloride		405.15	1697.11	1.47802
7152-15-0	Ethyl 4-methyl-3-oxopentanoate	264.15	446.15	982.5	1.2502
7154-66-7	2-Bromobenzoyl chloride	284.15	511.15		1.59632
7154-73-6	1-Pyrrolidineethanamine		439.15	901.25	1.46872
7154-75-8	4-Methyl-1-pentyne	167.85	334.15	700.025	1.39362
7154-79-2	2,2,3,3-Tetramethylpentane	263.4	413.35	753.025	1.42362
7154-80-5	3,3,5-Trimethylheptane		430.15	724.82	1.41702
71563-86-5	Thiolactic acid	291.85		1193.82	1.48102
716-39-2	Naphtho[2,3-c]furan-1,3-dione	519.15			
716-79-0	2-Phenylbenzimidazole	566.15			
71626-11-4	Benalaxyl	352.15		1272.5	
7164-98-9	1-Phenyl-1H-imidazole	286.15	549.15	1139.715	1.602525
7169-34-8	3(2H)-Benzofuranone	375.65			
717-21-5	3-(2-Furanyl)-1-phenyl-2-propen-1-one	320.15	590.15	1114.02	
717-74-8	1,3,5-Triisopropylbenzene	264.15	522.15	854.52	1.48822
71751-41-2	Avermectin B1a	425.15			
7187-01-1	3-(2-Furanyl)-2-propenenitrile	311.15	369.15		1.582425
719-22-2	2,6-Di-tert-butyl-2,5-cyclohexadiene-1,4-dione	342.15			
719-32-4	2,3,5,6-Tetrachloroterphthaloyl dichloride	419.65			
719-59-5	2-Amino-5-chlorobenzophenone	373.65			
719-79-9	1,1-Diphenylbutane	300.15	560.15	992.82	1.56642
72-14-0	Sulfathiazole	473.15			
72-18-4	L-Valine	588.15		1232.5	
72-19-5	L-Threonine				
72-20-8	Endrin	518.15			
72-23-1	21-Hydroxypregn-4-ene-3,11,20-trione	456.65			
72-33-3	Mestranol	427.15			
72-43-5	Methoxychlor	362.15		1412.5	
72-44-6	2-Methyl-3-(2-methylphenyl)-4(3H)-quinazolinone	393.15			
72-48-0	Alizarin	562.65			
72-54-8	1,1-Dichloro-2,2-bis(p-chlorophenyl)ethane	382.15			
72-55-9	2,2-Dichloro-1,1-bis(4-chlorophenyl)ethene	362.95			
72-56-0	Perthane	332.85			
72-57-1	Trypan blue	573.15			
72-63-9	Methandrostenolone	439.15			
7200-25-1	D-Arginine				
7205-90-5	1-Chloro-4-[(chloromethyl)thio]benzene	294.65		1346.25	1.60552
7208-47-1	D-Glucitol, hexaacetate	371.15		1302	
7209-38-3	1,4-Piperazinedipropanamine	288.15		973.25	1.50152
721-50-6	Prilocaine	311.15			1.52992
721-90-4	L-Phenylalanylglycine				
72178-02-0	Fomesafen	493.15		1282	
722-27-0	Bis(4-aminophenyl)disulfide	358.15			
7220-81-7	Aflatoxin B2	560.65			
7223-38-3	3-(Dimethylamino)-1-propyne		354.15	779.22	1.41952
723-46-6	Sulfamethoxazole	440.15			
723-61-5	Helminthosporal	331.15			
723-62-6	9-Anthracenecarboxylic acid	492.15			
7235-40-7	β-Carotene	456.15		1002	
7236-47-7	3-Methyl-4-phenyl-3-butenamide	406.15			
7239-24-9	Isobutyldimethylamine		353.15	709.72	1.39072
7241-98-7	15,16-Dihydroaflatoxin G1	512.45			
7242-17-3	Diphenyl maleate	346.15			
7251-61-8	2-Methylquinoxaline	453.65	517.15		
7252-83-7	2-Bromo-1,1-dimethoxyethane		422.15	1430.2	1.44502
72559-06-9	Rifabutin				
726-42-1	Di(p-tolyl)carbodiimide	331.65		1150.02	
7261-97-4	Dantrolene	553.15			
72762-00-6	2-Pyridinol	380.95		1391.02	
7283-96-7	5-Chloro-2-thiophenecarboxaldehyde				1.603625
7287-19-6	Prometryn	394.15		1157.2	
729-43-1	Acetophenone azine	393.15			
7291-09-0	Vinylsilane	101.55	250.35		
7295-76-3	3-Methoxypyridine		451.65	1083	1.51802
7297-25-8	1,2,3,4-Butanetetrol tetranitrate, (R*,S*)-	334.15			
73-22-3	L-Tryptophan				
73-24-5	Adenine				
73-31-4	N-[2-(5-Methoxy-1H-indol-3-yl)ethyl]acetamide	390.15			
73-32-5	L-Isoleucine				
73-40-5	Guanine				
73-48-3	Bendroflumethiazide	498.15			
73-49-4	Quinethazone				
73-78-9	2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide, monohydrochloride	401.15			
7300-34-7	1,4-Bis(3-aminopropoxy)butane			962	1.46192
7307-55-3	Undecylamine	288.25	502.15	797.92	1.43982
7311-34-4	3,5-Dimethoxybenzaldehyde	319.45			
7318-67-4	cis-1,4-Hexadiene		343.15	695.25	1.40492
7318-78-7	Dichloromethylborane		284.15		
7319-00-8	trans-1,4-Hexadiene	134.45	338.15	695.25	1.41042
732-11-6	Phosmet	345.15			
732-26-3	2,4,6-Tri-tert-butylphenol	405.65	550.15	864.27	
7320-37-8	1,2-Epoxyhexadecane	297.25		846	1.224
7327-60-8	2,2',2''-Nitrilotriacetonitrile	398.65			
7328-17-8	2-(2-Ethoxyethoxy)ethyl acrylate			1132.5	
7328-33-8	Methyl trans-2,trans-4-decadienoate			908.222	1.491822
7335-26-4	Ethyl 2-methoxybenzoate		535.15	1112.42	1.52242
7335-27-5	Ethyl 4-chlorobenzoate		510.65	1187.314	
7357-93-9	2-Ethyl-3-methyl-1-butene		359.45	715.02	1.4102
73590-58-6	Omeprazole	429.15			
736-30-1	1,2-Bis(4-nitrophenyl)ethane	454.95			
7361-31-1	α-Methyl-DL-tyrosine, methyl ester, hydrochloride				
7364-19-4	1-tert-Butyl-4-ethylbenzene	234.75	484.15	864.12	
7364-25-2	1H-Indazol-3-ol	525.65			
7378-99-6	Octyldimethylamine		465.15		
7379-12-6	2-Methyl-3-hexanone		407.15	809.12	1.40422
7379-35-3	4-Chloropyridine, hydrochloride				
738-70-5	Trimethoprim	472.15			
7385-78-6	3,4-Dimethyl-1-pentene		355.15	693.425	1.39922
7385-82-2	trans-5-Methyl-2-hexene	148.85	360.15	688.325	1.40062
7390-81-0	1,2-Epoxyoctadecane	299.25			
7396-28-3	3-(3-Chlorophenyl)-2-propynoic acid	417.65			
7399-50-0	2-(1-Ethylpropyl)pyridine		468.55	898.12	1.485025
74-11-3	4-Chlorobenzoic acid	512.65			
74-31-7	N,N'-Diphenyl-1,4-benzenediamine	423.15			
74-39-5	4-[(4-Nitrophenyl)azo]-1,3-benzenediol	473.15			
74-55-5	Ethambutol	362.15			
74-79-3	L-Arginine	533.15			
74-82-8	Methane	90.6934	111.65		
74-83-9	Bromomethane	179.45	276.55	1675.52	1.42182
74-84-0	Ethane	90.356	184.55		
74-85-1	Ethylene	103.97	169.35		
74-86-2	Acetylene	191.65			
74-87-3	Chloromethane	175.55	249.05		1.33892
74-88-4	Iodomethane	207.15	315.55	2278.92	1.53082
74-89-5	Methylamine	179.73	266.75		
74-90-8	Hydrogen cyanide	259.87	298.78	687.62	1.26142
74-93-1	Methanethiol	150.17	279.15	866.52	
74-95-3	Dibromomethane	221.05	370.15	2496.92	1.54202
74-96-4	Bromoethane	154.75	311.35	1460.42	1.42392
74-97-5	Bromochloromethane	185.25	341.05	1934.42	1.48382
74-98-6	Propane	85.4	231.04		
74-99-7	Propyne	170.15	249.95		
7400-08-0	3-(4-Hydroxyphenyl)-2-propenoic acid	485.15			
7400-27-3	tert-Butylhydrazine hydrochloride	465.65			
74051-80-2	Sethoxydim			1043.25	
741-58-2	Bensulide	311.55		1224.2	
7411-49-6	[1,1'-Biphenyl]-3,3',4,4'-tetramine, tetrahydrochloride				
74112-36-0	2-Methylheptyl acetate, (±)-		468.15	862.614	1.41462
74115-24-5	Clofentezine	455.15			
7415-31-8	trans-1,3-Dichloro-2-butene		405.15	1160.2	1.47192
7416-34-4	Molindone	453.15			
7417-65-4	1H-Indole-3-lactic acid, (S)-	373.15			
742-20-1	Cyclopenthiazide	511.15			
74222-97-2	Sulfometuron methyl	475.15			
74223-64-6	Metsulfuron-methyl	436.15			
7424-54-6	3,5-Heptanedione		443.15	945.2	
7425-80-1	Tetraisobutyl titanate			960.5	
7433-56-9	trans-5-Decene	200.15	444.45	740.12	1.42432
7433-78-5	cis-5-Decene	161.15	443.55	744.52	1.42582
7439-15-8	1-(4-Ethylphenyl)-2-phenylethane		567.15	1028.5	
744-45-6	Diphenyl isophthalate	411.15			
7443-55-2	trans-3-Methylcyclohexanol, (±)-	272.65	440.15	921.43	1.45802
745-65-3	Prostaglandin E1	388.15			
74513-58-9	Propyl trans-cinnamate		558.15	1043.3	
74683-66-2	2-Nonanol, (±)-	238.15	466.65	847.12	1.43532
747-90-0	Cholesta-3,5-diene	353.15		925.1	
7473-45-2	Methyl β-D-ribofuranoside	353.15			
74742-08-8	3-Nonanol, (±)-	295.15	468.15	825.02	1.42892
74742-10-2	2-Decanol	271.15	484.15	825.02	1.432625
74778-22-6	4-Octanol	232.45	449.45	818.62	1.42482
7488-99-5	α-Carotene	460.65		1002	
7493-82-5	Pentyl heptanoate	223.85	512.15	862.32	1.426315
7496-02-8	6-Nitrochrysene	486.65			
7498-54-6	3-tert-Butylbenzoic acid	400.45			
75-00-3	Chloroethane	135.15	285.45	923.9	1.36762
75-01-4	Chloroethene	119.31	259.35	910.62	1.37002
75-02-5	Fluoroethene	112.65	201.15		
75-03-6	Iodoethane	162.15	345.15	1935.72	1.51332
75-04-7	Ethylamine	192.15	289.75	689.15	1.36632
75-05-8	Acetonitrile	229.15	354.75	785.72	1.34423
75-07-0	Acetaldehyde	149.75	293.95	783.418	1.33162
75-08-1	Ethanethiol	125.26	308.15	831.525	1.43102
75-09-2	Dichloromethane	178.15	312.95	1326.62	1.42422
75-10-5	Difluoromethane	136.35	221.5		
75-11-6	Diiodomethane	279.15	455.15	3321.12	1.74112
75-12-7	Formamide	275.72	490.15	1133.42	1.44722
75-15-0	Carbon disulfide	161.45	319.35	1263.22	1.63192
75-16-1	Methyl magnesium bromide				
75-17-2	Formaldehyde oxime	274.45		1133.25	
75-18-3	Dimethyl sulfide	174.89	310.47	848.32	1.44382
75-19-4	Cyclopropane	145.55	242.15		
75-21-8	Oxirane	160.69	283.55	882.11	1.35977
75-22-9	Trimethylamine borane	368.65	445.15	792.25	
75-24-1	Trimethyl aluminum	288.42	400.26	743.2	
75-25-2	Tribromomethane	281.84	422.35	2878.825	1.594825
75-26-3	2-Bromopropane	184.25	332.49	1314.02	1.42512
75-27-4	Bromodichloromethane	217.15	363.15	1980.2	1.49642
75-28-5	Isobutane	113.56	261.45		
75-29-6	2-Chloropropane	156.05	308.15	861.72	1.37772
75-30-9	2-Iodopropane	182.75	362.15	1704.22	1.50282
75-31-0	Isopropylamine	178.031	304.95	689.12	1.37422
75-33-2	2-Propanethiol	142.65	325.75	814.32	1.42552
75-34-3	1,1-Dichloroethane	176.22	329.45	1175.72	1.41642
75-35-4	1,1-Dichloroethene	150.65	304.75	1213.2	1.42492
75-36-5	Acetyl chloride	160.45	324.15	1105.12	1.38862
75-37-6	1,1-Difluoroethane	154.55	249.13		
75-38-7	1,1-Difluoroethene	129.15	187.65		
75-39-8	1-Aminoethanol	370.15			
75-43-4	Dichlorofluoromethane	142.75	282.05	1405.9	1.37249
75-44-5	Carbonyl chloride	145.38	280.65		
75-45-6	Chlorodifluoromethane	115.74	232.35		
75-46-7	Trifluoromethane	117.97	191.15		
75-47-8	Triiodomethane	393.15	491.15	4008.25	
75-50-3	Trimethylamine	156.05	275.95		1.3631
75-52-5	Nitromethane	244.45	374.34	1137.12	1.38172
75-54-7	Dichloromethylsilane	180.15	314.05	1105.25	
75-55-8	Propyleneimine		340.15	812.16	
75-57-0	Tetramethylammonium chloride			1169.2	
75-58-1	Tetramethylammonium iodide			1829.25	
75-60-5	Dimethylarsinic acid	472.65			
75-61-6	Dibromodifluoromethane	163.05	295.94		
75-62-7	Bromotrichloromethane	267.55	376.15	2012.25	1.50652
75-63-8	Bromotrifluoromethane	98.75	215.35	1580.02	
75-64-9	tert-Butylamine	206.23	317.17	695.82	1.37842
75-65-0	2-Methyl-2-propanol	298.96	355.45	788.72	1.38782
75-66-1	2-Methyl-2-propanethiol	274.42	337.35	794.325	1.42322
75-68-3	1-Chloro-1,1-difluoroethane	142.72	264.03	1107.25	
75-69-4	Trichlorofluoromethane	162.71	296.85	1487.92	
75-70-7	Trichloromethanethiol				
75-71-8	Dichlorodifluoromethane	116.1	243.35		
75-72-9	Chlorotrifluoromethane	91.95	191.67		
75-73-0	Tetrafluoromethane	89.568	145.25	3034.25	
75-74-1	Tetramethyl lead	242.95	383.15	1995.2	
75-75-2	Methanesulfonic acid	293.15		1481.218	1.431718
75-76-3	Tetramethylsilane	174.087	299.85	648.19	1.35872
75-77-4	Trimethylchlorosilane	217.98	330.75	856.25	1.38702
75-78-5	Dichlorodimethylsilane	257.15	343.65	1064.25	1.40382
75-79-6	Trichloromethylsilane	197.38	339.15	1273.2	1.41062
75-80-9	2,2,2-Tribromoethanol	354.15			
75-81-0	1,2-Dibromo-1,1-dichloroethane	247.15	468.15	2135.2	1.56622
75-82-1	1,2-Dibromo-1,1-difluoroethane	211.85	365.65	2223.82	1.44562
75-83-2	2,2-Dimethylbutane	174.15	322.85	644.425	1.36882
75-84-3	2,2-Dimethyl-1-propanol	328.15	385.15	812.2	
75-85-4	2-Methyl-2-butanol	264.45	375.55	809.62	1.40522
75-86-5	Acetone cyanohydrin	254.15	453.15	932.19	1.39922
75-87-6	Trichloroacetaldehyde	215.65	371.15	1512.2	1.45802
75-88-7	2-Chloro-1,1,1-trifluoroethane	167.65	279.15	1389	1.309
75-89-8	2,2,2-Trifluoroethanol	229.15	346.95	1384.22	1.290722
75-91-2	tert-Butyl hydroperoxide	279.15		896.02	1.40152
75-93-4	Methyl sulfate	243.15			
75-94-5	Trichlorovinylsilane	178.15	364.05	1242.62	1.42952
75-96-7	Tribromoacetic acid	405.15			
75-97-8	3,3-Dimethyl-2-butanone	221.75	379.25	722.925	1.39522
75-98-9	2,2-Dimethylpropanoic acid	309.15	437.35	905.5	1.39313
75-99-0	2,2-Dichloropropanoic acid		460.65	1389.12	
7512-17-6	2-(Acetylamino)-2-deoxy-D-glucose	478.15			
7521-80-4	Butyltrichlorosilane		421.65	1160.62	1.43632
7525-62-4	3-Ethylstyrene	171.85	463.15	894.52	1.53512
7526-26-3	Diphenyl methylphosphonate	308.15		1205.12	
753-59-3	Methyldifluorophosphine	163.15	245.15		
753-89-9	1-Chloro-2,2-dimethylpropane	253.15	357.15	866.02	1.40442
753-90-2	2,2,2-Trifluoroethylamine		309.15	1245.25	
75330-75-5	Lovastatin	452.15			
754-05-2	Vinyltrimethylsilane		328.45	652	1.39142
754-10-9	2,2-Dimethylpropanamide				
7540-51-4	3,7-Dimethyl-6-octen-1-ol, (S)-		497.15	859.18	1.457618
7548-13-2	Farnesic acid				
755-25-9	Perfluoro-1-hexene		330.15		
7554-12-3	Diethyl malate		526.15	1129.02	
7554-65-6	4-Methyl-1H-pyrazole		479.15	1015.2	
756-79-6	Dimethyl methylphosphonate		441.85	1168.42	1.40993
756-80-9	O,O-Dimethyl dithiophosphate			1292	
7564-63-8	2-Ethylstyrene	197.55	462.15	901.725	1.53802
7568-93-6	α-(Aminomethyl)benzenemethanol	329.65			
757-58-4	Hexaethyl tetraphosphate	233.15		1291.727	1.427327
7570-26-5	1,2-Dinitroethane	311.35		1459.72	1.44682
7572-29-4	Dichloroacetylene	207.15	306.15	1261.2	1.427902
758-96-3	N,N-Dimethylpropanamide	228.15	449.15	926.92	
7585-39-9	β-Cyclodextrin				
759-05-7	3-Methyl-2-oxobutanoic acid	304.65	443.65	996.82	1.385016
759-36-4	Diethyl isopropylmalonate		488.15	996.12	1.418821
759-73-9	N-Ethyl-N-nitrosourea				
759-94-4	Dipropylcarbamothioic acid, S-ethyl ester			954.63	
7597-18-4	6-Nitro-1H-indazole				
76-00-6	1,1,1-Trichloro-2-propanol	320.15	432.15		
76-01-7	Pentachloroethane	244.15	434.15	1679.62	1.50252
76-02-8	Trichloroacetyl chloride		391.35	1620.22	1.46952
76-03-9	Trichloroacetic acid	332.25	471.35	1612.664	1.460361
76-04-0	Chlorodifluoroacetic acid	298.15	395.15		1.35592
76-05-1	Trifluoroacetic acid	257.95	345.15	1535.125	
76-06-2	Trichloronitromethane	203.75	385.15	1655.82	1.46112
76-08-4	1,1,1-Tribromo-2-methyl-2-propanol	442.15			
76-09-5	2,3-Dimethyl-2,3-butanediol	316.45	447.15		
76-11-9	1,1,1,2-Tetrachloro-2,2-difluoroethane	314.15	369.15	1649.25	
76-12-0	1,1,2,2-Tetrachloro-1,2-difluoroethane	299.69	365.98	1595.15	1.413025
76-13-1	1,1,2-Trichloro-1,2,2-trifluoroethane	236.95	320.75	1563.525	1.355725
76-14-2	1,2-Dichloro-1,1,2,2-tetrafluoroethane	180.63	276.75		1.3092
76-15-3	Chloropentafluoroethane	173.75	233.95		
76-16-4	Hexafluoroethane	173.135	195.05		
76-17-5	1,2,3-Trichloro-1,1,2,3,3-pentafluoropropane	201.15	346.85	1663.12	1.35122
76-19-7	Perfluoropropane	125.45	236.35		
76-20-0	2,2-Bis(ethylsulfonyl)butane	349.15		1199.85	
76-24-4	Alloxantin				
76-28-8	Sarmentogenin	553.15			
76-30-2	Dihydroxytartaric acid	387.65			
76-36-8	2,2,3-Trichlorobutanal		439.15	1395.62	1.47552
76-37-9	2,2,3,3-Tetrafluoro-1-propanol	258.15	379.15	1485.32	1.31972
76-38-0	2,2-Dichloro-1,1-difluoro-1-methoxyethane	238.15	378.15	1432	1.38612
76-39-1	2-Methyl-2-nitro-1-propanol	361.65			
76-42-6	Oxycodone	492.15			
76-43-7	Fluoxymesterone	543.15			
76-44-8	Heptachlor	368.95		1579	
76-45-9	Protoverine	494.15			
76-49-3	1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol acetate, endo	302.15	501.15		
76-54-0	2',7'-Dichlorofluorescein				
76-57-3	Codeine	430.65		1322.5	
76-59-5	Bromothymol Blue	474.15			
76-60-8	Bromocresol Green	491.65			
76-61-9	Thymol Blue				
76-62-0	3',3'',5',5''-Tetrabromophenolphthalein	569.15			
76-65-3	Amolanone	316.55			1.561425
76-67-5	Diethyl ethylphenylmalonate			1071.2	1.489625
76-68-6	Cyclopentobarbital	412.65			
76-74-4	5-Ethyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione	403.15			
76-80-2	Tephrosin	471.15			
76-83-5	Chlorotriphenylmethane	382.35	583.15		
76-84-6	Triphenylmethanol	435.45	653.15	1199	
76-86-8	Chlorotriphenylsilane				
76-87-9	Triphenyltin hydroxide	390.85		1542	
76-89-1	Methyl α-hydroxydiphenylacetate	348.95			
76-93-7	α-Hydroxy-α-phenylbenzeneacetic acid	422.15			
76-94-8	5-Methyl-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione	493.15			
76-99-3	6-(Dimethylamino)-4,4-diphenyl-3-heptanone	372.65			
760-20-3	3-Methyl-1-pentene	118.65	327.15	667.52	1.38412
760-21-4	2-Ethyl-1-butene	141.15	337.85	689.42	1.39692
760-23-6	3,4-Dichloro-1-butene	212.15	389.15	1117.02	1.46412
760-67-8	2-Ethylhexanoyl chloride			939.25	1.43352
760-78-1	DL-Norvaline	576.15			
760-79-2	N,N-Dimethylbutanamide	233.15	459.15	906.425	1.439125
760-93-0	Methacrylic acid anhydride				1.45402
76058-33-8	Ethyl Red	408.15			
761-65-9	N,N-Dibutylformamide				
7611-43-0	Lycomarasmine				
